[ 5.92674971 -9.17934895  0.37798589],[ 5.92697811 -9.21233559  0.3779965 ],[ 5.95755005 -9.19735336  0.37798539],[ 5.91651535 -9.27231121  0.32301793]
[-6.20840490e-03 -9.63436604e+00  3.11213344e-01],[ 7.60383951e-03 -9.67236900e+00  3.11216116e-01],[ 0.02338007 -9.6673727   0.31121367],[-0.0131055  -9.55037117  0.24320444]
[-0.56336051 -9.67327309  0.31127694],[-0.41446173 -9.70029736  0.31226522],[-0.38388959 -9.69830132  0.31226194],[-0.42917779 -9.56629753  0.24325302]
[22.79080009 15.40968704  0.83239007],[23.19036484 15.25678921  0.83841789],[23.23274994 15.17982578  0.83842945],[23.05996323 15.26778889  0.48341414]
[22.8293705  14.20721054  0.81856376],[23.29656601 14.19326115  0.82757562],[23.35333443 14.02733994  0.8266024 ],[23.26636505 14.21826172  0.47957122]
[36.61545563 13.70541573  1.0968858 ],[36.62626648 13.77538586  1.09787333],[36.24185944 13.76137161  1.08887064],[36.77949905 13.75839615  1.28587854]
[22.87228012 14.78995991  0.82647842],[23.34423256 14.57909584  0.83351845],[23.23274994 15.17982578  0.83842945],[23.34184647 14.67207146  0.48250461]
[-28.02543259  29.09557152   1.13354802],[-27.96784019  29.23248863   1.32453537],[-28.16320419  29.25463676   1.32863402],[-27.90878677  28.88149071   1.1274662 ]
[-25.48247528   9.15223694   0.82274729],[-24.89094543   9.06871319   0.80942291],[-24.81248856   9.12764168   0.8083905 ],[-24.66155052   9.2685461    0.60833257]
[-20.32745361  12.75282669   0.75265199],[-19.78608322  12.71239662   0.7413792 ],[-19.62493515  12.65026855   0.7372905 ],[-19.66067314  12.73333359   0.56332099]
[-22.71677017   4.56883764   0.730519  ],[-22.60436249   4.76473236   0.72949421],[-22.52589798   4.82166004   0.72746241],[-22.50115395   4.79167652   0.55544364]
[22.53225899 -6.43312931  0.74315542],[23.18587685 -6.36222124  0.57510555],[23.20108986 -6.40519762  0.57511944],[23.21956062 -6.31524611  0.75808841]
[22.50148964 -5.93241501  0.73998618],[23.13910675 -5.84551239  0.57193321],[23.16931725 -5.8914876   0.57294762],[23.19121933 -5.88049173  0.75394315]
[10.42882347 12.07838917  0.44847545],[10.4754076  12.01642418  0.44748375],[10.39800549 12.0044136   0.44648179],[10.41688728 12.04840565  0.36547804]
[22.6575489  -8.35306931  0.75979912],[23.32217407 -8.32814503  0.58675826],[23.32660675 -8.41209984  0.58678603],[23.36527634 -8.3651228   0.77576852]
[ 5.0262599  12.25317478  0.40631041],[ 5.04646063 12.24618053  0.40631056],[ 5.00006008 12.2441721   0.40631023],[ 5.60704517 12.31128788  0.34131578]
[ 7.99048471 11.9159317   0.42339396],[ 7.99567175 11.88394356  0.42339635],[ 7.93826628 11.88093281  0.42239442],[ 8.01259613 11.92393875  0.34939423]
[ 5.33588505 12.27223492  0.40831307],[ 5.35407639 12.26224232  0.40831333],[ 5.31168032 12.2712307   0.40831283],[ 5.60704517 12.31128788  0.34131578]
[ 4.42402029 12.20906162  0.40230778],[ 4.9032526  12.23015499  0.40530959],[ 4.95065117 12.23616409  0.40630987],[ 4.4912219  11.69721413  0.18330407]
[ 2.74564266 11.4708643   0.32329232],[ 2.72343636 11.45986176  0.32329199],[ 2.75482512 11.43187332  0.32329047],[ 2.73578215 11.36887264  0.3822878 ]
[ 3.52714014 11.64099979  0.32729578],[ 3.59210467 11.52603722  0.32629311],[ 3.6625371  11.61903286  0.32729557],[ 3.61231065 11.52903366  0.38829327]
[11.21258926 -8.99901009  0.42900863],[11.31711483 -9.01702976  0.35700107],[11.1292963  -8.89405441  0.35498071],[11.0737896  -8.91602421  0.42699668]
[ 3.2605195  11.62794495  0.32629564],[ 3.23666501 11.47796726  0.32429072],[ 3.27506733 11.47297668  0.3242906 ],[ 3.24768996 11.49898052  0.18429139]
[ 4.76765394 -9.32188511  0.31727225],[ 4.78445101 -9.32089138  0.31826842],[ 4.75587177 -9.33487606  0.31827849],[ 4.74540424 -9.23691368  0.24425218]
[ 4.5414114  -9.33479881  0.31732377],[ 4.53664112 -9.36378765  0.31733298],[ 4.56621695 -9.35180187  0.31732336],[ 4.51914644 -9.24382877  0.24430257]
[-6.88715172 -8.72889996  0.32781482],[-6.50152683 -8.41068745  0.19589227],[-6.64428282 -8.29171276  0.19585729],[-6.48763561 -8.39965725  0.32289502]
[ 5.88471365 -9.25230789  0.32201803],[ 5.88193607 -9.28029537  0.32302752],[ 5.91651535 -9.27231121  0.32301793],[ 5.88339853 -9.20632267  0.37800351]
[22.87660789 13.91035557  0.61261028],[23.08986282 13.97136307  0.28860545],[23.26150131 14.1742897   0.28957784],[23.26636505 14.21826172  0.47957122]
[15.50300789 12.21322918  0.50565791],[15.4306078  12.23620796  0.5046519 ],[15.5452404  12.40714645  0.50763118],[15.34839344 12.21619701  0.65365177]
[-27.69895935  29.76635551   0.8324644 ],[-27.55437851  29.53129005   0.62236661],[-27.2800293   29.79507446   0.62226284],[-27.34967041  29.95108414   0.83131486]
[27.24110222 13.05012894  0.66484672],[27.20490646 13.08510971  0.66483986],[27.44830704 13.0961237   0.66784286],[27.29098511 13.10311317  0.51083845]
[ -5.9664011  -19.18397141   0.52172482],[ -6.0128479  -19.02297592   0.51970178],[ -5.93430376 -18.98394394   0.51871169],[ -5.90175009 -19.10091782   0.67272812]
[ -5.69859934 -19.49289322   0.52479923],[ -5.73698997 -19.20586586   0.67376578],[ -5.78858137 -19.15888023   0.67275274],[ -5.68716002 -19.132864     0.51976722]
[-27.94347954  -8.04526329   0.65232223],[-27.4972744   -8.39382648   0.64765018],[-27.65456772  -8.53696156   0.65060544],[-26.60094833  -6.9131341    0.48572889]
[-28.94505119  -8.87912178   0.67001843],[-28.51183701  -9.24569511   0.66534376],[-28.67912292  -9.39983559   0.66829699],[-29.14440727  -9.42934322   0.30106118]
[22.51948166 -6.82690811  0.56728983],[23.12988853 -6.71302557  0.28522581],[23.15452957 -6.83795738  0.28526685],[23.20922279 -6.79997587  0.57725185]
[ 9.73667336 12.05426216  0.3614502 ],[ 9.76786995 12.05426884  0.36145142],[ 9.7044735  12.05325699  0.36044899],[ 9.75198269 12.01327705  0.44045463]
[22.72144699 -9.88127041  0.58730513],[ 22.53975868 -10.05217838   0.17137195],[23.50798416 -9.91633797  0.17027369],[ 22.4017067  -10.17709637   0.28742123]
[ 9.32706451 12.04917812  0.35843453],[ 9.34226131 12.02919006  0.35843688],[ 9.28285789 12.03217602  0.35843429],[ 9.36256123 11.99720001  0.4364405 ]
[ 5.32592249 14.22079754  0.35733023],[ 5.61900616 13.9199028   0.35631755],[ 5.70443535 14.00089741  0.35731682],[ 5.57762575 13.9279108   0.17931852]
[-2.44059563 16.5276947   0.37347278],[-2.12687898 16.82266998  0.25744796],[-2.18824553 16.88368225  0.25746977],[-2.10869431 16.81464005  0.46244296]
[ 6.72413778 11.83667564  0.34235457],[ 6.73432779 11.81168652  0.34135604],[ 6.68492603 11.81267452  0.3413544 ],[ 6.70537329 11.75069427  0.41135791]
[ 0.12587883 13.59640598  0.34164119],[ 0.55183917 13.78940105  0.41461456],[ 0.59321761 13.75740337  0.41360649],[ 0.48622572 13.91240501  0.34463558]
[ 2.63579679 11.32487297  0.24028641],[ 2.64597702 11.29188061  0.24028482],[ 2.69039178 11.3158865   0.24028568],[ 2.63862848 11.40986633  0.18429039]
[ -6.0091362  -19.21600342   0.41872048],[ -6.0128479  -19.02297592   0.51970178],[ -5.93430376 -18.98394394   0.51871169],[ -5.86213684 -19.18490982   0.67374271]
[ 2.13754749 11.29477596  0.23929037],[ 2.34459567 11.38380432  0.2402924 ],[ 2.3870101  11.40181065  0.2402928 ],[ 2.32624483 11.44980526  0.11029639]
[-6.75698137 -8.67784786  0.2478431 ],[-6.47992325 -8.43668556  0.19589767],[-6.50152683 -8.41068745  0.19589227],[-6.48763561 -8.39965725  0.32289502]
[ 2.97224498 -9.30825138  0.24264812],[ 3.07345796 -9.43425846  0.24365662],[ 3.10102677 -9.41927147  0.24364749],[ 3.0422051  -9.5042429   0.13367917]
[ 3.72707891 -9.25753498  0.24347623],[ 3.72630572 -9.29852295  0.24348703],[ 3.76088572 -9.30253506  0.24348073],[ 3.74441528 -9.35852337  0.13249873]
[ 2.77300096 -9.32317924  0.2426926 ],[ 2.82325387 -9.53716946  0.07273024],[ 2.92675614 -9.50720978  0.07270298],[ 2.69433403 -9.63310146  0.13277633]
[ 4.33725405 -9.22676754  0.2443368 ],[ 4.33248329 -9.25575638  0.24434595],[ 4.36505032 -9.24977016  0.24433729],[ 4.32600689 -9.32774067  0.13036741]
[-41.1830101   -2.56261086   0.82936513],[-41.5468483   -2.51897454   0.8341462 ],[-40.77232361  -2.6671927    0.82263094],[-41.39540863  -2.48400164   0.129219  ]
[27.29918098 13.05413723  0.51084721],[27.29098511 13.10311317  0.51083845],[27.5063858  13.10013199  0.51284331],[27.20490646 13.08510971  0.66483986]
[-52.73773193 -27.06266403   1.10265064],[-51.89388657 -27.25586128   1.09313595],[-51.9551239  -27.49688148   1.09616995],[-51.99008942 -27.33084488   1.54210711]
[22.96186638 13.63749218  0.47465506],[23.08986282 13.97136307  0.28860545],[23.45700836 13.64254475  0.28966546],[23.44462776 14.00236893  0.62060827]
[-25.24271965   9.25009346   0.48063546],[-24.89094543   9.06871319   0.80942291],[-24.81248856   9.12764168   0.8083905 ],[-24.66798592   9.38557816   0.47635368]
[22.85936928 14.21822262  0.47656271],[23.08986282 13.97136307  0.28860545],[23.26150131 14.1742897   0.28957784],[23.26636505 14.21826172  0.47957122]
[ -4.38772154 -21.09255028   0.43315649],[ -3.96710181 -20.71139908   0.42817548],[ -3.88669729 -20.81737709   0.42919675],[ -4.03455973 -20.67445183   0.1811628 ]
[22.53965569 -6.86289263  0.44730115],[23.12988853 -6.71302557  0.28522581],[23.15452957 -6.83795738  0.28526685],[23.20922279 -6.79997587  0.57725185]
[ -3.70850348 -21.89337158   0.43933064],[ -3.28990126 -21.48522758   0.43434054],[ -3.23229718 -21.55321312   0.43535462],[ -3.30574298 -21.52926826   0.18034326]
[22.51230431 -6.43313408  0.44515625],[23.10354233 -6.27627039  0.28407973],[23.12817764 -6.39920187  0.2841202 ],[23.18587685 -6.36222124  0.57510555]
[ 8.01490784 11.85697174  0.24839897],[ 8.02410126 11.82998371  0.24840122],[ 7.96969509 11.83197021  0.24839899],[ 8.01259613 11.92393875  0.34939423]
[ 3.19111133 11.50596142  0.24129166],[ 3.20429111 11.48297405  0.18429087],[ 3.166888   11.49196434  0.1842912 ],[ 3.19425988 11.46796036  0.32429039]
[-4.76848602 12.91787529  0.24742095],[-4.79322577 13.03287029  0.41544816],[-4.78199911 13.06887245  0.41545191],[-4.86754274 13.1379261   0.24848589]
[-2.88414741 16.98481941  0.25863931],[-2.54119396 17.29976463  0.25960726],[-2.60556102 17.35978317  0.25963053],[-2.52197266 17.33174706  0.38160756]
[ 1.53935385 11.89061356  0.18435137],[ 1.77951622 12.17461681  0.24236277],[ 1.8492974  12.11463165  0.24235499],[ 1.8795265  12.14864826  0.1053562 ]
[ 2.42424273 11.47681332  0.18429635],[ 2.37464762 11.51579857  0.18429929],[ 2.33424377 11.50479221  0.18429938],[ 2.43242478 11.43481445  0.24029396]
[10.59440231 -8.86694241  0.25404644],[10.56861305 -8.87293339  0.25405243],[10.64018917 -8.87694836  0.25404355],[10.6089077  -8.9458971   0.35107401]
[ 2.17161655 11.45476723  0.18429947],[ 2.33424377 11.50479221  0.18429938],[ 2.37464762 11.51579857  0.18429929],[ 2.32624483 11.44980526  0.11029639]
[ 4.81231642 -9.3479023   0.19527042],[ 4.8115468  -9.3838892   0.19528104],[ 4.84212303 -9.37290382  0.19527145],[ 4.81307936 -9.30892181  0.12925889]
[ 4.61966085 -9.36082935  0.19531466],[ 4.61587381 -9.38881779  0.19532344],[ 4.64944696 -9.38383102  0.19531497],[ 4.61639929 -9.30885124  0.13030049]
[ 8.64705944 -9.09628963  0.19144063],[ 8.66629696 -9.14826393  0.25045618],[ 8.60872364 -9.14424992  0.25046462],[ 8.53486919 -9.21420097  0.11250255]
[-6.73105669 -8.95091438  0.19485818],[-6.35214996 -8.57467365  0.19592862],[-6.32755947 -8.59867096  0.1959344 ],[-6.26667595 -8.66564369  0.32294878]
[15.69362068 12.03035641  0.26569241],[15.80021572 11.99339008  0.26670209],[15.8768425  12.13033676  0.26668409],[15.67317581 12.10830975  0.40467983]
[22.68419075 14.67201614  0.28849193],[ 2.30380116e+01  1.46820593e+01 -1.35026816e-02],[ 2.32386532e+01  1.49129791e+01 -1.55324247e-02],[22.73155785 15.14082623  0.16042614]
[22.89237595 13.4605732   0.28768179],[23.08986282 13.97136307  0.28860545],[23.45700836 13.64254475  0.28966546],[23.60084724 13.51760769  0.47968885]
[-52.96443558 -19.59913826   0.76738864],[-52.72937775 -19.41794777   0.76545924],[-52.45486832 -19.59966087   0.76365983],[-53.08147812 -19.12541771   0.37218332]
[ -6.54843426 -18.54318047   0.27556157],[ -6.35866022 -18.50108337   0.41259241],[ -6.3110652  -18.55207062   0.41260567],[ -6.228724   -18.59702682   0.51362455]
[ -7.34508801 -17.51641846   0.2733134 ],[ -6.95814037 -17.28625298   0.18337043],[ -6.9095521  -17.32323647   0.18338318],[ -7.03147554 -17.17723846   0.4023464 ]
[ -6.81021833 -18.27926445   0.27548817],[ -6.35866022 -18.50108337   0.41259241],[ -6.41809702 -17.87005615   0.40652439],[ -6.39034891 -17.94408417   0.18353607]
[-24.71844482   3.86483693   0.28847837],[-24.45300293   3.89958429   0.2883397 ],[-25.00442696   4.07010078   0.28967059],[-24.32209587   3.85242224   0.45625988]
[22.44857788 -6.81991339  0.28329048],[23.12988853 -6.71302557  0.28522581],[23.15452957 -6.83795738  0.28526685],[23.23395729 -6.75700474  0.4532364 ]
[ 9.29669285 12.07917309  0.17943078],[ 9.30388927 12.04818726  0.17943373],[ 9.3722868  12.05819798  0.17943552],[ 9.28202057 11.98821259  0.08243812]
[ -3.62099433 -21.89336586   0.28434196],[ -3.30574298 -21.52926826   0.18034326],[ -3.24514937 -21.58125305   0.18035603],[ -3.14888167 -21.68619347   0.43637857]
[ 8.15524292 11.99995613  0.18039426],[ 8.16743755 11.97696781  0.1803963 ],[ 8.10803413 11.97195625  0.18039447],[ 8.17475033 11.91799736  0.08740073]
[ 6.03652859 11.81753635  0.18233491],[ 6.15248632 11.81357861  0.01433827],[ 6.15730524 11.86756325  0.01333661],[ 6.32902527 11.80061722  0.09634387]
[ -6.83899212 -18.27728844   0.1824825 ],[ -6.39034891 -17.94408417   0.18353607],[ -6.43395185 -17.89109612   0.18352337],[ -6.35866022 -18.50108337   0.41259241]
[ 0.40036169 13.33043575  0.18257989],[ 0.77589875 13.44244099  0.24555364],[ 0.81628346 13.40944386  0.24554622],[ 0.62550175 13.64041615  0.34159026]
[-2.99663305 17.18986511  0.17669582],[-2.67191887 17.43279839  0.25965628],[-2.73827386 17.50481415  0.26068205],[-2.7382648  17.54984283  0.06368858]
[12.41273689 -8.83938408  0.18679258],[12.38194847 -8.84637356  0.18679899],[12.4545269  -8.84039211  0.18678783],[12.39620209 -8.7574234   0.25776371]
[-6.92263603 -8.57091141  0.12380113],[-6.64428282 -8.29171276  0.19585729],[-6.53292608 -8.36968899  0.1958843 ],[-6.50523329 -8.36765575  0.32189035]
[10.3161068  -8.98281097  0.18913092],[10.35389709 -8.98781776  0.18912718],[10.40847206 -8.97883701  0.18911572],[10.34260464 -8.93884754  0.10311051]
[ 1.46758854 11.88761234  0.10735448],[ 1.77951622 12.17461681  0.24236277],[ 1.71174741 12.24760056  0.24237183],[ 1.79656959 12.24562645  0.10436746]
[-0.33055598 -9.59332848  0.13624546],[-0.31774765 -9.63033199  0.13624799],[-0.34831989 -9.64432716  0.13625267],[-0.3384403  -9.64033699  0.07625124]
[ 5.97051573 -9.20537376  0.12498533],[ 5.99931049 -9.21937752  0.12498397],[ 5.97174025 -9.23935986  0.12499606],[ 5.98352385 -9.22437572  0.05698882]
[-0.1363146  -9.58036232  0.13622245],[-0.15209116 -9.61836052  0.13622849],[-0.12349649 -9.62736511  0.13622624],[-0.11361881 -9.62937546  0.07622534]
[ 2.82069254 -9.39719105  0.13469949],[ 2.82325387 -9.53716946  0.07273024],[ 2.92675614 -9.50720978  0.07270298],[ 2.84424233e+00 -9.59817028e+00  1.73964468e-03]
[-32.28250885  41.3625145    0.38498914],[-32.17728806  41.30737305   0.7479319 ],[-31.81306076  41.10310745   0.74373215],[-31.78412247  41.11714935   0.38271958]
[-39.99962616  -8.08674526   0.32683557],[-39.60369873  -8.00737667   0.32502705],[-39.62324524  -7.81542349   0.32495597],[-39.69070435  -8.14054585  -0.12697878]
[22.96411705 13.82342243  0.16162579],[23.08986282 13.97136307  0.28860545],[23.36627388 14.03736019  0.28960118],[ 2.31889362e+01  1.42692537e+01 -1.24381594e-02]
[22.8459053  14.85495853  0.16046864],[22.73155785 15.14082623  0.16042614],[23.17613029 15.01792049  0.1604514 ],[ 2.30380116e+01  1.46820593e+01 -1.35026816e-02]
[27.41820717 13.09813786  0.15584192],[27.39601326 13.14011765  0.15583411],[27.64141464 13.15113163  0.15583712],[27.35034561 13.0291605   0.29885265]
[-33.32043839  21.20951271   0.15736437],[-32.92910385  21.39616013   0.15718044],[-32.74045944  21.19901466   0.15706056],[-33.23556519  21.35733414   0.61533612]
[ -4.69838428 -20.75967026   0.18007842],[ -4.27476597 -20.38551331   0.18110141],[ -4.32736635 -20.32052422   0.1810877 ],[ -4.43356705 -20.20355225   0.18106136]
[ -4.34397936 -21.17357635   0.18017082],[ -3.84395123 -20.90140343   0.18021086],[ -3.92336226 -20.78942108   0.18118912],[ -3.88669729 -20.81737709   0.42919675]
[-40.62509918  -4.05900097   0.13118254],[-40.42771149  -4.18467426   0.61033452],[-40.36241913  -4.04863167   0.60932553],[-39.97216034  -3.99337244   0.13252443]
[ -4.99018812 -20.41975212   0.18100123],[ -4.56356764 -20.04958534   0.18202785],[ -4.48716259 -20.14656639   0.1810482 ],[ -4.52491188 -20.0615387    0.42303452]
[ 6.56703329 11.78767586  0.09535174],[ 6.5732255  11.75468826  0.09535338],[ 6.53182745 11.7686739   0.09535143],[ 6.57528734 11.74069977  0.01235407]
[10.39049244 12.08740234  0.07647302],[10.33927917 12.06840038  0.07647289],[10.36067009 12.01542664  0.07647914],[10.39451694 12.09039593  0.17847288]
[-3.08720875 17.24890327  0.06572593],[-2.86210799 17.58488655 -0.04627747],[-2.80670619 17.59487534 -0.04628896],[-2.7382648  17.54984283  0.06368858]
[ 9.20642567 12.00818825  0.0824334 ],[ 9.19261074 11.95120811  0.08243779],[ 9.28202057 11.98821259  0.08243812],[ 9.20647049 12.00218391  0.17943391]
[ -6.79612875 -18.22428703   0.05848587],[ -6.43395185 -17.89109612   0.18352337],[ -6.39034891 -17.94408417   0.18353607],[ -6.39508867 -17.8470974    0.06252649]
[11.11631393 -8.8820715   0.09797797],[11.07295704 -8.93203259  0.0980028 ],[11.19754505 -8.97603798  0.09700208],[11.0725956  -8.88306522  0.01198443]
[11.5455637  -8.85118961  0.09590799],[11.51477051 -8.85518074  0.0959136 ],[11.58635426 -8.8541975   0.0959037 ],[ 1.15744104e+01 -8.85120106e+00  5.90415718e-03]
[10.36438465 -8.9288578   0.10310353],[10.34260464 -8.93884754  0.10311051],[10.40217686 -8.93386555  0.10209981],[10.38026142 -8.92486954  0.01909968]
[ 2.80198789 -9.40418911  0.07470486],[ 2.82325387 -9.53716946  0.07273024],[ 2.79769135 -9.56115627  0.07174058],[ 2.81365466e+00 -9.60015965e+00  1.74605544e-03]
[ 3.17490411 -9.3783226   0.07262263],[ 3.17112422 -9.41531372  0.07263219],[ 3.20069408 -9.40632629  0.07262398],[ 3.18683457 -9.40031624  0.1336254 ]
[ 4.19753551 -9.31770325  0.06839193],[ 4.22532511 -9.34070683  0.06839234],[ 4.19776011 -9.35769081  0.06840281],[ 4.21148729 -9.34169483  0.13139553]
[ 7.8487339  -9.23198891  0.04163038],[ 7.82406998 -9.11603832  0.04259386],[ 7.90143156 -9.12006092  0.04158115],[ 7.83889961 -9.11203957  0.11658973]
[27.52556992 13.04717636 -0.03814694],[27.51037407 13.09315491 -0.03815533],[27.75478172 13.10116959 -0.03915184],[27.62256813 13.09117031 -0.22715273]
[ 2.29176712e+01  1.39043884e+01 -9.38788429e-03],[22.95831108 14.0193491  -0.1754048 ],[23.14209366 13.93240452 -0.17738733],[23.03264618 13.97438431 -0.36439624]
[ 2.29781742e+01  1.33046646e+01 -7.29091885e-03],[23.13847923 13.83045006 -0.17637146],[23.29087448 13.8224678  -0.17836684],[ 2.35545368e+01  1.30488367e+01 -1.02347685e-02]
[35.36227417 13.58343887 -0.09610957],[35.41308212 13.66740417 -0.09712394],[35.0436821  13.65139103 -0.09412632],[35.17983246 13.65240479 -0.32712457]
[-28.11085701  30.27382469  -0.1082759 ],[-28.13404655  30.18379974   0.15272528],[-28.21051025  30.07586098   0.15275055],[-27.83724594  29.9516716   -0.35544682]
[14.70272541 13.48557186  0.04446273],[14.78417492 13.23669529 -0.07750482],[15.11305046 13.57260227 -0.08353636],[14.92005444 13.17273617  0.04450724]
[-31.37997437  24.48069763  -0.09528271],[-31.37365341  24.30074883  -0.33630574],[-31.55103111  24.59888077  -0.3411822 ],[-31.39917564  24.0886879    0.15668409]
[-30.53798103  26.81288147  -0.1024545 ],[-30.47180367  26.4998436   -0.10052251],[-30.84632492  26.57614326  -0.10232451],[-30.47422409  26.39889717  -0.34553248]
[ 2.26471710e+01 -8.27013302e+00  1.87717509e-02],[22.49248123 -8.45402908 -0.29515862],[22.42268944 -8.46701622 -0.29415065],[22.46369934 -8.29711533 -0.41620997]
[ -4.66748857 -20.70867729   0.04507788],[ -4.27476597 -20.38551331   0.18110141],[ -4.32736635 -20.32052422   0.1810877 ],[ -4.2428813  -20.32851601   0.0491001 ]
[ -5.61810875 -19.5989399    0.05182261],[ -5.22036314 -19.29375839   0.18185726],[ -5.26896381 -19.23577309   0.18184419],[ -5.2340889  -19.18677521   0.05584499]
[ -3.95365405 -21.55748749   0.04026351],[ -3.48053932 -21.33831215   0.1803019 ],[ -3.56095505 -21.20833206   0.18027842],[ -3.47844958 -21.2303257    0.04329096]
[ 3.36768556 11.56700897  0.03229355],[ 3.38222957 11.42004013  0.03428937],[ 3.33782268 11.40403271  0.03428873],[ 3.41348243 11.43605232 -0.04971004]
[ 3.63430357 11.58006382  0.03129455],[ 3.64649534 11.55507183  0.03129405],[ 3.68389416 11.54508209  0.03129404],[ 3.6343751  11.56106091  0.10629412]
[ 1.25819457 12.11657524  0.0303854 ],[ 1.09344673 12.15956306 -0.05460062],[ 1.0408752  12.21155453 -0.05559229],[ 1.05298829 12.20256329 -0.11859394]
[10.37547112 12.07041454 -0.02252585],[10.32726574 12.05341148 -0.02152608],[10.35765648 12.01143456 -0.02152056],[10.33927917 12.06840038  0.07647289]
[-6.90316296 -8.6289444  -0.02519233],[-6.5614028  -8.35074234 -0.07112251],[-6.53980732 -8.37774086 -0.07211701],[-6.56919909 -8.34076691 -0.2071245 ]
[13.8912468  -8.64379883 -0.01945023],[13.89803028 -8.61781597 -0.01946069],[13.86345577 -8.65578747 -0.01944277],[13.90746021 -8.6847744   0.0805634 ]
[10.74471664 -8.89697742  0.01503601],[10.71792316 -8.901968    0.01504174],[10.791502   -8.90698242  0.01403308],[10.73985195 -8.91196251  0.10004235]
[ 1.11003819e+01 -8.87707520e+00  1.09783085e-02],[11.0725956  -8.88306522  0.01198443],[ 1.11781769e+01 -8.91107464e+00  9.98034794e-03],[11.07332706 -8.84709072 -0.08702924]
[ 3.63492322e+00 -9.37449265e+00  5.25836658e-04],[ 3.63115501e+00 -9.41048145e+00  5.35754371e-04],[ 3.66472745e+00 -9.41049290e+00 -4.71243111e-04],[ 3.65075159 -9.38348866  0.0705248 ]
[ 3.84617209e+00 -9.36157131e+00 -5.21916314e-04],[ 3.84440756e+00 -9.40155888e+00 -1.51110650e-03],[ 3.87498069e+00 -9.39357185e+00 -1.51960179e-03],[ 3.84821653 -9.37756062  0.06948183]
[ 6.26982272e-01 -9.70253468e+00  7.13972002e-03],[ 0.64964128 -9.67054558 -0.04186791],[ 0.59048897 -9.68353271 -0.04185778],[ 6.08147264e-01 -9.61053276e+00  9.12970304e-03]
[ 2.64328051e+00 -9.43713570e+00  5.74394083e-03],[ 2.63928103 -9.4171505  -0.1012596 ],[ 2.6688683  -9.41416073 -0.10226616],[ 2.67157054e+00 -9.60811329e+00  2.77534244e-03]
[27.15795898 13.02816296 -0.22015108],[27.13676262 13.0711422  -0.22015907],[27.37116241 13.07815742 -0.22315551],[27.11773682 13.06415176 -0.43015823]
[28.90057564 13.14324093 -0.24313697],[28.89037895 13.19421768 -0.24314618],[29.15077972 13.20223236 -0.24714272],[28.76419449 13.19120312 -0.04714805]
[29.45037842 13.17026806 -0.25013146],[29.43518448 13.21924496 -0.25014046],[29.71058273 13.23125839 -0.25413752],[29.4673996  13.17625999 -0.05213223]
[30.85319138 13.27631474 -0.26912525],[30.83799744 13.32729053 -0.26913461],[31.13739586 13.34130383 -0.27313197],[30.82099152 13.3163023  -0.50313294]
[22.94061089 13.41961575 -0.17131048],[23.13847923 13.83045006 -0.17637146],[23.29087448 13.8224678  -0.17836684],[23.12342834 13.82945728 -0.36437163]
